id,rule,severity,component,project,hash,message,resolution,status,effort,debt,author,creationDate,updateDate,closeDate,type,organization,cleanCodeAttribute,cleanCodeAttributeCategory,tags,impacts
AZgQN1_5Q0DfBZIF2SIT,java:S112,MAJOR,Jayak-Patel_spring-integration-samples:intermediate/retry-and-more/src/main/java/org/springframework/integration/samples/advice/StatelessRetryDemo.java,Jayak-Patel_spring-integration-samples,28c614ea8df9eaa5aef8a4bd05ee9740,Define and throw a dedicated exception instead of using a generic one.,,OPEN,20min,20min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,COMPLETE,INTENTIONAL,"[""cert"", ""cwe"", ""error-handling""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""MEDIUM""}]"
AZgQN1_5Q0DfBZIF2SIU,java:S5960,MAJOR,Jayak-Patel_spring-integration-samples:intermediate/retry-and-more/src/main/java/org/springframework/integration/samples/advice/StatelessRetryDemo.java,Jayak-Patel_spring-integration-samples,e518dbb6958c9c204df9dd7ee65c1b68,Remove this assertion from production code.,,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,BUG,jayak-patel,LOGICAL,INTENTIONAL,[],"[{""softwareQuality"": ""RELIABILITY"", ""severity"": ""MEDIUM""}]"
AZgQN2DqQ0DfBZIF2SIZ,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:intermediate/splitter-aggregator-reaper/src/main/java/org/springframework/integration/samples/splitteraggregator/Main.java,Jayak-Patel_spring-integration-samples,85e34fae419186e479f8aa36d9b67421,"File path ""/tmp/clone679835341612839641/intermediate/splitter-aggregator-reaper/src/main/java/org/springframework/integration/samples/splitteraggregator"" should match package name ""org.springframework.integration.sts"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN2GRQ0DfBZIF2SIc,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:intermediate/stored-procedures-derby/src/main/java/org/springframework/integration/samples/storedprocedure/Main.java,Jayak-Patel_spring-integration-samples,170c3188b1cc46a5ad3669d7114e9afd,"File path ""/tmp/clone679835341612839641/intermediate/stored-procedures-derby/src/main/java/org/springframework/integration/samples/storedprocedure"" should match package name ""org.springframework.integration.samples.mongodb.outbound"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN2GSQ0DfBZIF2SId,java:S1172,MAJOR,Jayak-Patel_spring-integration-samples:intermediate/stored-procedures-derby/src/main/java/org/springframework/integration/samples/storedprocedure/Main.java,Jayak-Patel_spring-integration-samples,bc1821a6ff81cc22a20823dd9b8408eb,"Remove this unused method parameter ""args"".",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CLEAR,INTENTIONAL,"[""cert"", ""unused""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""MEDIUM""}]"
AZgQN19-Q0DfBZIF2SIO,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:intermediate/stored-procedures-ms/src/main/java/org/springframework/integration/samples/storedprocedure/Main.java,Jayak-Patel_spring-integration-samples,85e34fae419186e479f8aa36d9b67421,"File path ""/tmp/clone679835341612839641/intermediate/stored-procedures-ms/src/main/java/org/springframework/integration/samples/storedprocedure"" should match package name ""org.springframework.integration.sts"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN1-QQ0DfBZIF2SIP,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:intermediate/stored-procedures-ms/src/test/java/org/springframework/integration/samples/StringConversionServiceTest.java,Jayak-Patel_spring-integration-samples,dfe5409c334af04f87e4fdf48bdb23b8,"File path ""/tmp/clone679835341612839641/intermediate/stored-procedures-ms/src/test/java/org/springframework/integration/samples"" should match package name ""org.springframework.integration.samples.storedprocedure"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN1-QQ0DfBZIF2SIQ,java:S1172,MAJOR,Jayak-Patel_spring-integration-samples:intermediate/stored-procedures-ms/src/test/java/org/springframework/integration/samples/StringConversionServiceTest.java,Jayak-Patel_spring-integration-samples,a9e1096a4ab60f19c88591ffec627ea4,"Remove this unused method parameter ""args"".",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CLEAR,INTENTIONAL,"[""cert"", ""unused""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""MEDIUM""}]"
AZgQN2IgQ0DfBZIF2SIh,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:intermediate/stored-procedures-oracle/src/main/java/org/springframework/integration/samples/storedprocedure/Main.java,Jayak-Patel_spring-integration-samples,85e34fae419186e479f8aa36d9b67421,"File path ""/tmp/clone679835341612839641/intermediate/stored-procedures-oracle/src/main/java/org/springframework/integration/samples/storedprocedure"" should match package name ""org.springframework.integration.sts"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN1_oQ0DfBZIF2SIR,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:intermediate/testcontainers-rabbitmq/src/test/java/org/springframework/integration/samples/testcontainersrabbitmq/IntegrationConfigTests.java,Jayak-Patel_spring-integration-samples,85e34fae419186e479f8aa36d9b67421,"File path ""/tmp/clone679835341612839641/intermediate/testcontainers-rabbitmq/src/test/java/org/springframework/integration/samples/testcontainersrabbitmq"" should match package name ""org.springframework.integration.sts"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN2FaQ0DfBZIF2SIb,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:intermediate/travel/src/main/java/org/springframework/integration/samples/travel/Main.java,Jayak-Patel_spring-integration-samples,85e34fae419186e479f8aa36d9b67421,"File path ""/tmp/clone679835341612839641/intermediate/travel/src/main/java/org/springframework/integration/samples/travel"" should match package name ""org.springframework.integration.sts"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgQN2HrQ0DfBZIF2SIf,java:S1598,CRITICAL,Jayak-Patel_spring-integration-samples:intermediate/tx-synch/src/main/java/org/springframework/integration/samples/advice/TransactionSynchronizationDemo.java,Jayak-Patel_spring-integration-samples,85e34fae419186e479f8aa36d9b67421,"File path ""/tmp/clone679835341612839641/intermediate/tx-synch/src/main/java/org/springframework/integration/samples/advice"" should match package name ""org.springframework.integration.sts"". Move the file or change the package name.",,OPEN,5min,5min,jayakpatel1@gmail.com,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgPcm5S_jrBMinhY0lg,java:S2629,MAJOR,Jayak-Patel_spring-integration-samples:basic/jpa/src/main/java/org/springframework/integration/samples/jpa/Main.java,Jayak-Patel_spring-integration-samples,8493290c35980ac6d6344bd308695319,Invoke method(s) only conditionally.,FIXED,CLOSED,5min,5min,jayakpatel1@gmail.com,2025-07-15T18:56:18+0000,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,CODE_SMELL,jayak-patel,EFFICIENT,INTENTIONAL,"[""performance""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""MEDIUM""}]"
AZgPcm5S_jrBMinhY0lh,java:S2629,MAJOR,Jayak-Patel_spring-integration-samples:basic/jpa/src/main/java/org/springframework/integration/samples/jpa/Main.java,Jayak-Patel_spring-integration-samples,265addb7204968bc9390ef17494fca14,Invoke method(s) only conditionally.,FIXED,CLOSED,5min,5min,jayakpatel1@gmail.com,2025-07-15T18:56:18+0000,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,CODE_SMELL,jayak-patel,EFFICIENT,INTENTIONAL,"[""performance""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""MEDIUM""}]"
AZgPcm5S_jrBMinhY0li,java:S2629,MAJOR,Jayak-Patel_spring-integration-samples:basic/jpa/src/main/java/org/springframework/integration/samples/jpa/Main.java,Jayak-Patel_spring-integration-samples,431693149b7f1d8a9882c6174b98b696,Invoke method(s) only conditionally.,FIXED,CLOSED,5min,5min,jayakpatel1@gmail.com,2025-07-15T18:56:18+0000,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,CODE_SMELL,jayak-patel,EFFICIENT,INTENTIONAL,"[""performance""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""MEDIUM""}]"
AZgPKObf_9jMfj9Y250t,java:S3457,MAJOR,Jayak-Patel_spring-integration-samples:basic/jpa/src/main/java/org/springframework/integration/samples/jpa/Main.java,Jayak-Patel_spring-integration-samples,c42543dc5985486722b4cfa43be61f8f,Format specifiers should be used instead of string concatenation.,FIXED,CLOSED,1min,1min,jayakpatel1@gmail.com,2025-07-15T17:35:59+0000,2025-07-15T18:56:18+0000,2025-07-15T18:56:18+0000,CODE_SMELL,jayak-patel,LOGICAL,INTENTIONAL,"[""cert"", ""confusing""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""MEDIUM""}]"
AZgPKObf_9jMfj9Y250r,java:S2629,MAJOR,Jayak-Patel_spring-integration-samples:basic/jpa/src/main/java/org/springframework/integration/samples/jpa/Main.java,Jayak-Patel_spring-integration-samples,27ce4ec8e954fe94469771fa06f6cb73,Invoke method(s) only conditionally.,FIXED,CLOSED,5min,5min,jayakpatel1@gmail.com,2025-07-15T17:35:59+0000,2025-07-15T18:56:18+0000,2025-07-15T18:56:18+0000,CODE_SMELL,jayak-patel,EFFICIENT,INTENTIONAL,"[""performance""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""MEDIUM""}]"
AZgPKObf_9jMfj9Y250s,java:S2629,MAJOR,Jayak-Patel_spring-integration-samples:basic/jpa/src/main/java/org/springframework/integration/samples/jpa/Main.java,Jayak-Patel_spring-integration-samples,aa5712fa948410fe082599b0d08c6666,Invoke method(s) only conditionally.,FIXED,CLOSED,5min,5min,ghillert@vmware.com,2025-07-15T17:35:59+0000,2025-07-15T18:56:18+0000,2025-07-15T18:56:18+0000,CODE_SMELL,jayak-patel,EFFICIENT,INTENTIONAL,"[""performance""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""MEDIUM""}]"
AZgPKOpQ_9jMfj9Y250u,java:S3457,MAJOR,Jayak-Patel_spring-integration-samples:basic/mongodb/src/main/java/org/springframework/integration/samples/mongodb/outbound/MongoDbOutboundAdapterDemo.java,Jayak-Patel_spring-integration-samples,842d8c2d328a64ebf7bebc8c93c97ed4,Format specifiers should be used instead of string concatenation.,FIXED,CLOSED,1min,1min,jayakpatel1@gmail.com,2025-07-15T17:35:59+0000,2025-07-15T18:56:18+0000,2025-07-15T18:56:18+0000,CODE_SMELL,jayak-patel,LOGICAL,INTENTIONAL,"[""cert"", ""confusing""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""MEDIUM""}]"
AZgPKO1V_9jMfj9Y250v,java:S1905,MINOR,Jayak-Patel_spring-integration-samples:intermediate/mail-attachments/src/main/java/org/springframework/integration/samples/mailattachments/support/EmailParserUtils.java,Jayak-Patel_spring-integration-samples,c81a13cd073377f703f411cb8debd6d7,"Remove this unnecessary cast to ""Object"".",FIXED,CLOSED,5min,5min,jayakpatel1@gmail.com,2025-07-15T17:35:59+0000,2025-07-15T18:56:18+0000,2025-07-15T18:56:18+0000,CODE_SMELL,jayak-patel,CLEAR,INTENTIONAL,"[""clumsy"", ""redundant""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""LOW""}]"
AZgOs9PJ26e5JKQ40ROy,java:S2629,MAJOR,Jayak-Patel_spring-integration-samples:advanced/dynamic-tcp-client/src/main/java/org/springframework/integration/samples/dynamictcp/DynamicTcpClientApplication.java,Jayak-Patel_spring-integration-samples,029df40e8baea47b0d2657af4b6ea8a2,Invoke method(s) only conditionally.,FIXED,CLOSED,5min,5min,jayakpatel1@gmail.com,2025-07-15T15:21:49+0000,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,CODE_SMELL,jayak-patel,EFFICIENT,INTENTIONAL,"[""performance""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""MEDIUM""}]"
AZgOs9PJ26e5JKQ40ROz,java:S2629,MAJOR,Jayak-Patel_spring-integration-samples:advanced/dynamic-tcp-client/src/main/java/org/springframework/integration/samples/dynamictcp/DynamicTcpClientApplication.java,Jayak-Patel_spring-integration-samples,029df40e8baea47b0d2657af4b6ea8a2,Invoke method(s) only conditionally.,FIXED,CLOSED,5min,5min,jayakpatel1@gmail.com,2025-07-15T15:21:49+0000,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,CODE_SMELL,jayak-patel,EFFICIENT,INTENTIONAL,"[""performance""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""MEDIUM""}]"
AZgOs9PJ26e5JKQ40RO0,java:S2629,MAJOR,Jayak-Patel_spring-integration-samples:advanced/dynamic-tcp-client/src/main/java/org/springframework/integration/samples/dynamictcp/DynamicTcpClientApplication.java,Jayak-Patel_spring-integration-samples,2b4e65b04ecea5476d7a7e138bc18c3d,Use the built-in formatting to construct this argument.,FIXED,CLOSED,5min,5min,jayakpatel1@gmail.com,2025-07-15T15:21:49+0000,2025-07-15T17:35:59+0000,2025-07-15T17:35:59+0000,CODE_SMELL,jayak-patel,EFFICIENT,INTENTIONAL,"[""performance""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""MEDIUM""}]"
AZgOs9PJ26e5JKQ40RO2,java:S3457,MAJOR,Jayak-Patel_spring-integration-samples:advanced/dynamic-tcp-client/src/main/java/org/springframework/integration/samples/dynamictcp/DynamicTcpClientApplication.java,Jayak-Patel_spring-integration-samples,2b4e65b04ecea5476d7a7e138bc18c3d,Format specifiers should be used instead of string concatenation.,FIXED,CLOSED,1min,1min,jayakpatel1@gmail.com,2025-07-15T15:21:49+0000,2025-07-15T17:35:59+0000,2025-07-15T17:35:59+0000,CODE_SMELL,jayak-patel,LOGICAL,INTENTIONAL,"[""cert"", ""confusing""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""MEDIUM""}]"
AZgOs9PJ26e5JKQ40RO1,java:S2629,MAJOR,Jayak-Patel_spring-integration-samples:advanced/dynamic-tcp-client/src/main/java/org/springframework/integration/samples/dynamictcp/DynamicTcpClientApplication.java,Jayak-Patel_spring-integration-samples,2d12315ed7675cf49a00b33a0560b18e,Use the built-in formatting to construct this argument.,FIXED,CLOSED,5min,5min,jayakpatel1@gmail.com,2025-07-15T15:21:49+0000,2025-07-15T17:35:59+0000,2025-07-15T17:35:59+0000,CODE_SMELL,jayak-patel,EFFICIENT,INTENTIONAL,"[""performance""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""MEDIUM""}]"
AZgOs9PJ26e5JKQ40RO3,java:S3457,MAJOR,Jayak-Patel_spring-integration-samples:advanced/dynamic-tcp-client/src/main/java/org/springframework/integration/samples/dynamictcp/DynamicTcpClientApplication.java,Jayak-Patel_spring-integration-samples,2d12315ed7675cf49a00b33a0560b18e,Format specifiers should be used instead of string concatenation.,FIXED,CLOSED,1min,1min,jayakpatel1@gmail.com,2025-07-15T15:21:49+0000,2025-07-15T17:35:59+0000,2025-07-15T17:35:59+0000,CODE_SMELL,jayak-patel,LOGICAL,INTENTIONAL,"[""cert"", ""confusing""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""MEDIUM""}]"
AZgOs9BA26e5JKQ40ROk,java:S106,MAJOR,Jayak-Patel_spring-integration-samples:basic/jms/src/main/java/org/springframework/integration/samples/jms/Main.java,Jayak-Patel_spring-integration-samples,88f42f9f86112d6b7c1919dd13382871,Replace this use of System.out by a logger.,FIXED,CLOSED,10min,10min,jayakpatel1@gmail.com,2025-07-15T15:21:49+0000,2025-07-15T17:35:59+0000,2025-07-15T17:35:59+0000,CODE_SMELL,jayak-patel,MODULAR,ADAPTABLE,"[""bad-practice"", ""cert""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""MEDIUM""}]"
AZgOs9BO26e5JKQ40ROl,java:S1130,MINOR,Jayak-Patel_spring-integration-samples:basic/jms/src/test/java/org/springframework/integration/samples/jms/ChannelAdapterDemoTest.java,Jayak-Patel_spring-integration-samples,c82fbedad0edf10e9b888843b85b8a67,"Remove the declaration of thrown exception 'java.lang.InterruptedException', as it cannot be thrown from method's body.",FIXED,CLOSED,5min,5min,jayakpatel1@gmail.com,2025-07-15T15:21:49+0000,2025-07-15T17:35:59+0000,2025-07-15T17:35:59+0000,CODE_SMELL,jayak-patel,CLEAR,INTENTIONAL,"[""clumsy"", ""error-handling"", ""redundant"", ""unused""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""LOW""}]"
AZgOs83426e5JKQ40ROb,java:S106,MAJOR,Jayak-Patel_spring-integration-samples:basic/jpa/src/main/java/org/springframework/integration/samples/jpa/Main.java,Jayak-Patel_spring-integration-samples,88f42f9f86112d6b7c1919dd13382871,Replace this use of System.out by a logger.,FIXED,CLOSED,10min,10min,jayakpatel1@gmail.com,2025-07-15T15:21:49+0000,2025-07-15T17:35:59+0000,2025-07-15T17:35:59+0000,CODE_SMELL,jayak-patel,MODULAR,ADAPTABLE,"[""bad-practice"", ""cert""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""MEDIUM""}]"
AZgOs89U26e5JKQ40ROe,java:S1124,MINOR,Jayak-Patel_spring-integration-samples:basic/kafka/src/main/java/org/springframework/integration/samples/kafka/Application.java,Jayak-Patel_spring-integration-samples,e7c37e80ae6288b610179089ca0177cd,Reorder the modifiers to comply with the Java Language Specification.,FIXED,CLOSED,2min,2min,jayakpatel1@gmail.com,2025-07-15T15:21:49+0000,2025-07-15T17:35:59+0000,2025-07-15T17:35:59+0000,CODE_SMELL,jayak-patel,CLEAR,INTENTIONAL,"[""convention""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""LOW""}]"
AZgOs89U26e5JKQ40ROf,java:S106,MAJOR,Jayak-Patel_spring-integration-samples:basic/kafka/src/main/java/org/springframework/integration/samples/kafka/Application.java,Jayak-Patel_spring-integration-samples,7ae2f884d83c1b37f3514c0495e422b4,Replace this use of System.out by a logger.,FIXED,CLOSED,10min,10min,jayakpatel1@gmail.com,2025-07-15T15:21:49+0000,2025-07-15T17:35:59+0000,2025-07-15T17:35:59+0000,CODE_SMELL,jayak-patel,MODULAR,ADAPTABLE,"[""bad-practice"", ""cert""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""MEDIUM""}]"
AZgOs9Cz26e5JKQ40ROm,java:S106,MAJOR,Jayak-Patel_spring-integration-samples:basic/mongodb/src/main/java/org/springframework/integration/samples/mongodb/outbound/MongoDbOutboundAdapterDemo.java,Jayak-Patel_spring-integration-samples,7e64db2ef1637c8667d9c88844bdd1a5,Replace this use of System.err by a logger.,FIXED,CLOSED,10min,10min,jayakpatel1@gmail.com,2025-07-15T15:21:49+0000,2025-07-15T17:35:59+0000,2025-07-15T17:35:59+0000,CODE_SMELL,jayak-patel,MODULAR,ADAPTABLE,"[""bad-practice"", ""cert""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""MEDIUM""}]"
AZgOs85X26e5JKQ40ROc,java:S2479,CRITICAL,Jayak-Patel_spring-integration-samples:basic/tcp-amqp/src/main/java/org/springframework/integration/samples/tcpamqp/Main.java,Jayak-Patel_spring-integration-samples,55d05f37abe883b6c7f488312626fa89,Remove the non-escaped \u0009 character from this literal.,FIXED,CLOSED,10min,10min,jayakpatel1@gmail.com,2025-07-15T15:21:49+0000,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,CODE_SMELL,jayak-patel,CLEAR,INTENTIONAL,"[""pitfall""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""HIGH""}]"
AZgOs9DB26e5JKQ40ROo,java:S135,MINOR,Jayak-Patel_spring-integration-samples:basic/tcp-broadcast/src/main/java/org/springframework/integration/samples/tcpbroadcast/TcpBroadcastApplication.java,Jayak-Patel_spring-integration-samples,6679fa07d5cd0b8180e541cc97b31026,Reduce the total number of break and continue statements in this loop to use at most one.,FIXED,CLOSED,20min,20min,jayakpatel1@gmail.com,2025-07-15T15:21:49+0000,2025-07-15T17:35:59+0000,2025-07-15T17:35:59+0000,CODE_SMELL,jayak-patel,FOCUSED,ADAPTABLE,"[""brain-overload""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""LOW""}]"
AZgOs9DB26e5JKQ40ROn,java:S1141,MAJOR,Jayak-Patel_spring-integration-samples:basic/tcp-broadcast/src/main/java/org/springframework/integration/samples/tcpbroadcast/TcpBroadcastApplication.java,Jayak-Patel_spring-integration-samples,80d5b17efc16ace990c07580fc3e85eb,Extract this nested try block into a separate method.,FIXED,CLOSED,20min,20min,jayakpatel1@gmail.com,2025-07-15T15:21:49+0000,2025-07-15T17:35:59+0000,2025-07-15T17:35:59+0000,CODE_SMELL,jayak-patel,CLEAR,INTENTIONAL,"[""confusing"", ""error-handling""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""MEDIUM""}]"
AZgOs8_N26e5JKQ40ROh,java:S1075,MINOR,Jayak-Patel_spring-integration-samples:basic/testing-examples/src/main/java/org/springframework/integration/samples/testing/externalgateway/WeatherMarshaller.java,Jayak-Patel_spring-integration-samples,c293fc0003ac5196263196018b1b8aae,Refactor your code to get this URI from a customizable parameter.,FIXED,CLOSED,20min,20min,jayakpatel1@gmail.com,2025-07-15T15:21:49+0000,2025-07-15T22:31:22+0000,2025-07-15T22:31:22+0000,CODE_SMELL,jayak-patel,CONVENTIONAL,CONSISTENT,"[""android"", ""cert""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""LOW""}]"
AZgOs9KR26e5JKQ40ROs,java:S1130,MINOR,Jayak-Patel_spring-integration-samples:intermediate/mail-attachments/src/main/java/org/springframework/integration/samples/mailattachments/support/EmailParserUtils.java,Jayak-Patel_spring-integration-samples,890cf96653b92dc0f89582c7424a8d3f,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",FIXED,CLOSED,5min,5min,jayakpatel1@gmail.com,2025-07-15T15:21:49+0000,2025-07-15T17:35:59+0000,2025-07-15T17:35:59+0000,CODE_SMELL,jayak-patel,CLEAR,INTENTIONAL,"[""clumsy"", ""error-handling"", ""redundant"", ""unused""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""LOW""}]"
AZgOs9KR26e5JKQ40ROt,java:S1172,MAJOR,Jayak-Patel_spring-integration-samples:intermediate/mail-attachments/src/main/java/org/springframework/integration/samples/mailattachments/support/EmailParserUtils.java,Jayak-Patel_spring-integration-samples,859953a36cd4d61e513cab8a410486df,"Remove this unused method parameter ""mailMessage"".",FIXED,CLOSED,5min,5min,jayakpatel1@gmail.com,2025-07-15T15:21:49+0000,2025-07-15T17:35:59+0000,2025-07-15T17:35:59+0000,CODE_SMELL,jayak-patel,CLEAR,INTENTIONAL,"[""cert"", ""unused""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""MEDIUM""}]"
AZgOs9KR26e5JKQ40ROw,javasecurity:S5145,MINOR,Jayak-Patel_spring-integration-samples:intermediate/mail-attachments/src/main/java/org/springframework/integration/samples/mailattachments/support/EmailParserUtils.java,Jayak-Patel_spring-integration-samples,38c03ccbb759c660ef4c0bfbbaaf9355,Change this code to not log user-controlled data.,FIXED,CLOSED,30min,30min,jayakpatel1@gmail.com,2025-07-15T15:21:49+0000,2025-07-15T17:35:59+0000,2025-07-15T17:35:59+0000,VULNERABILITY,jayak-patel,COMPLETE,INTENTIONAL,"[""cwe""]","[{""softwareQuality"": ""SECURITY"", ""severity"": ""LOW""}]"
AZgOs9KR26e5JKQ40ROu,java:S3878,MINOR,Jayak-Patel_spring-integration-samples:intermediate/mail-attachments/src/main/java/org/springframework/integration/samples/mailattachments/support/EmailParserUtils.java,Jayak-Patel_spring-integration-samples,f712c50f89d3e3af690c030311c5af2b,"Disambiguate this call by either casting as ""Object"" or ""Object[]"".",FIXED,CLOSED,2min,2min,jayakpatel1@gmail.com,2025-07-15T15:21:49+0000,2025-07-15T17:35:59+0000,2025-07-15T17:35:59+0000,CODE_SMELL,jayak-patel,CLEAR,INTENTIONAL,"[""clumsy""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""LOW""}]"
AZgOs9KR26e5JKQ40ROv,java:S1481,MINOR,Jayak-Patel_spring-integration-samples:intermediate/mail-attachments/src/main/java/org/springframework/integration/samples/mailattachments/support/EmailParserUtils.java,Jayak-Patel_spring-integration-samples,24dea8702652926a056131dbd3fe67ef,"Remove this unused ""inputStream"" local variable.",FIXED,CLOSED,5min,5min,jayakpatel1@gmail.com,2025-07-15T15:21:49+0000,2025-07-15T17:35:59+0000,2025-07-15T17:35:59+0000,CODE_SMELL,jayak-patel,CLEAR,INTENTIONAL,"[""java22"", ""unused""]","[{""softwareQuality"": ""MAINTAINABILITY"", ""severity"": ""LOW""}]"
AZgOs9KR26e5JKQ40ROx,javasecurity:S5145,MINOR,Jayak-Patel_spring-integration-samples:intermediate/mail-attachments/src/main/java/org/springframework/integration/samples/mailattachments/support/EmailParserUtils.java,Jayak-Patel_spring-integration-samples,c00a77e06c43e592e2770a13a7b94159,Change this code to not log user-controlled data.,FIXED,CLOSED,30min,30min,jayakpatel1@gmail.com,2025-07-15T15:21:49+0000,2025-07-15T17:35:59+0000,2025-07-15T17:35:59+0000,VULNERABILITY,jayak-patel,COMPLETE,INTENTIONAL,"[""cwe""]","[{""softwareQuality"": ""SECURITY"", ""severity"": ""LOW""}]"
